state,year,stateyear,count
New Mexico,1981,New Mexico1981,4
New Mexico,1982,New Mexico1982,115
New Mexico,1983,New Mexico1983,81
New Mexico,1984,New Mexico1984,79
New Mexico,1985,New Mexico1985,138
New Mexico,1986,New Mexico1986,145
New Mexico,1987,New Mexico1987,131
New Mexico,1988,New Mexico1988,134
New Mexico,1989,New Mexico1989,108
New Mexico,1990,New Mexico1990,96
New Mexico,1991,New Mexico1991,115
New Mexico,1992,New Mexico1992,101
New Mexico,1993,New Mexico1993,102
New Mexico,1994,New Mexico1994,115
New Mexico,1995,New Mexico1995,120
New Mexico,1996,New Mexico1996,144
New Mexico,1997,New Mexico1997,114
New Mexico,1998,New Mexico1998,157
New Mexico,1999,New Mexico1999,147
New Mexico,2000,New Mexico2000,126
New Mexico,2001,New Mexico2001,98
New Mexico,2002,New Mexico2002,149
New Mexico,2003,New Mexico2003,113
New Mexico,2004,New Mexico2004,158
New Mexico,2005,New Mexico2005,139
New Mexico,2006,New Mexico2006,111
New Mexico,2007,New Mexico2007,164
New Mexico,2008,New Mexico2008,138
New Mexico,2009,New Mexico2009,156
New Mexico,2010,New Mexico2010,142
New Mexico,2011,New Mexico2011,132
New Mexico,2012,New Mexico2012,112
New Mexico,2013,New Mexico2013,119
New Mexico,2014,New Mexico2014,128
New York,1980,New York1980,2197
New York,1981,New York1981,1818
New York,1982,New York1982,1992
New York,1983,New York1983,2086
New York,1984,New York1984,1829
New York,1985,New York1985,1562
New York,1986,New York1986,1682
New York,1987,New York1987,1881
New York,1988,New York1988,2143
New York,1989,New York1989,1963
New York,1990,New York1990,2268
New York,1991,New York1991,2411
New York,1992,New York1992,2447
New York,1993,New York1993,2511
New York,1994,New York1994,2062
New York,1995,New York1995,1601
New York,1996,New York1996,1355
New York,1997,New York1997,1113
New York,1998,New York1998,931
New York,1999,New York1999,925
New York,2000,New York2000,956
New York,2001,New York2001,949
New York,2002,New York2002,903
New York,2003,New York2003,917
New York,2004,New York2004,902
New York,2005,New York2005,894
New York,2006,New York2006,944
New York,2007,New York2007,800
New York,2008,New York2008,838
New York,2009,New York2009,781
New York,2010,New York2010,863
New York,2011,New York2011,769
New York,2012,New York2012,682
New York,2013,New York2013,651
New York,2014,New York2014,642
North Carolina,1980,North Carolina1980,628
North Carolina,1981,North Carolina1981,541
North Carolina,1982,North Carolina1982,563
North Carolina,1983,North Carolina1983,521
North Carolina,1984,North Carolina1984,495
North Carolina,1985,North Carolina1985,527
North Carolina,1986,North Carolina1986,519
North Carolina,1987,North Carolina1987,523
North Carolina,1988,North Carolina1988,507
North Carolina,1989,North Carolina1989,589
North Carolina,1990,North Carolina1990,704
North Carolina,1991,North Carolina1991,779
North Carolina,1992,North Carolina1992,728
North Carolina,1993,North Carolina1993,796
North Carolina,1994,North Carolina1994,785
North Carolina,1995,North Carolina1995,714
North Carolina,1996,North Carolina1996,638
North Carolina,1997,North Carolina1997,647
North Carolina,1998,North Carolina1998,633
North Carolina,1999,North Carolina1999,575
North Carolina,2000,North Carolina2000,570
North Carolina,2001,North Carolina2001,543
North Carolina,2002,North Carolina2002,572
North Carolina,2003,North Carolina2003,521
North Carolina,2004,North Carolina2004,503
North Carolina,2005,North Carolina2005,593
North Carolina,2006,North Carolina2006,560
North Carolina,2007,North Carolina2007,575
North Carolina,2008,North Carolina2008,587
North Carolina,2009,North Carolina2009,506
North Carolina,2010,North Carolina2010,468
North Carolina,2011,North Carolina2011,507
North Carolina,2012,North Carolina2012,503
North Carolina,2013,North Carolina2013,477
North Carolina,2014,North Carolina2014,493
North Dakota,1980,North Dakota1980,9
North Dakota,1981,North Dakota1981,15
North Dakota,1982,North Dakota1982,6
North Dakota,1983,North Dakota1983,15
North Dakota,1984,North Dakota1984,13
North Dakota,1985,North Dakota1985,7
North Dakota,1986,North Dakota1986,7
North Dakota,1987,North Dakota1987,10
North Dakota,1988,North Dakota1988,13
North Dakota,1989,North Dakota1989,3
North Dakota,1990,North Dakota1990,5
North Dakota,1991,North Dakota1991,4
North Dakota,1992,North Dakota1992,12
North Dakota,1993,North Dakota1993,11
North Dakota,1994,North Dakota1994,1
North Dakota,1995,North Dakota1995,5
North Dakota,1996,North Dakota1996,11
North Dakota,1997,North Dakota1997,7
North Dakota,1998,North Dakota1998,7
North Dakota,1999,North Dakota1999,7
North Dakota,2000,North Dakota2000,4
North Dakota,2001,North Dakota2001,9
North Dakota,2002,North Dakota2002,5
North Dakota,2003,North Dakota2003,8
North Dakota,2004,North Dakota2004,8
North Dakota,2005,North Dakota2005,11
North Dakota,2006,North Dakota2006,7
North Dakota,2007,North Dakota2007,13
North Dakota,2008,North Dakota2008,3
North Dakota,2009,North Dakota2009,9
North Dakota,2010,North Dakota2010,9
North Dakota,2011,North Dakota2011,14
North Dakota,2012,North Dakota2012,14
North Dakota,2013,North Dakota2013,11
North Dakota,2014,North Dakota2014,15
Ohio,1980,Ohio1980,879
Ohio,1981,Ohio1981,797
Ohio,1982,Ohio1982,689
Ohio,1983,Ohio1983,589
Ohio,1984,Ohio1984,543
Ohio,1985,Ohio1985,540
Ohio,1986,Ohio1986,546
Ohio,1987,Ohio1987,605
Ohio,1988,Ohio1988,559
Ohio,1989,Ohio1989,632
Ohio,1990,Ohio1990,634
Ohio,1991,Ohio1991,738
Ohio,1992,Ohio1992,686
Ohio,1993,Ohio1993,631
Ohio,1994,Ohio1994,623
Ohio,1995,Ohio1995,553
Ohio,1996,Ohio1996,496
Ohio,1997,Ohio1997,380
Ohio,1998,Ohio1998,377
Ohio,1999,Ohio1999,372
Ohio,2000,Ohio2000,372
Ohio,2001,Ohio2001,452
Ohio,2002,Ohio2002,504
Ohio,2003,Ohio2003,497
Ohio,2004,Ohio2004,495
Ohio,2005,Ohio2005,565
Ohio,2006,Ohio2006,526
Ohio,2007,Ohio2007,505
Ohio,2008,Ohio2008,469
Ohio,2009,Ohio2009,520
Ohio,2010,Ohio2010,481
Ohio,2011,Ohio2011,499
Ohio,2012,Ohio2012,475
Ohio,2013,Ohio2013,474
Ohio,2014,Ohio2014,455
Oklahoma,1980,Oklahoma1980,320
Oklahoma,1981,Oklahoma1981,316
Oklahoma,1982,Oklahoma1982,378
Oklahoma,1983,Oklahoma1983,272
Oklahoma,1984,Oklahoma1984,264
Oklahoma,1985,Oklahoma1985,283
Oklahoma,1986,Oklahoma1986,285
Oklahoma,1987,Oklahoma1987,268
Oklahoma,1988,Oklahoma1988,265
Oklahoma,1989,Oklahoma1989,240
Oklahoma,1990,Oklahoma1990,272
Oklahoma,1991,Oklahoma1991,246
Oklahoma,1992,Oklahoma1992,221
Oklahoma,1993,Oklahoma1993,301
Oklahoma,1994,Oklahoma1994,259
Oklahoma,1995,Oklahoma1995,401
Oklahoma,1996,Oklahoma1996,235
Oklahoma,1997,Oklahoma1997,249
Oklahoma,1998,Oklahoma1998,215
Oklahoma,1999,Oklahoma1999,254
Oklahoma,2000,Oklahoma2000,202
Oklahoma,2001,Oklahoma2001,215
Oklahoma,2002,Oklahoma2002,186
Oklahoma,2003,Oklahoma2003,232
Oklahoma,2004,Oklahoma2004,205
Oklahoma,2005,Oklahoma2005,201
Oklahoma,2006,Oklahoma2006,223
Oklahoma,2007,Oklahoma2007,253
Oklahoma,2008,Oklahoma2008,212
Oklahoma,2009,Oklahoma2009,246
Oklahoma,2010,Oklahoma2010,209
Oklahoma,2011,Oklahoma2011,227
Oklahoma,2012,Oklahoma2012,239
Oklahoma,2013,Oklahoma2013,216
Oklahoma,2014,Oklahoma2014,199
Oregon,1980,Oregon1980,141
Oregon,1981,Oregon1981,118
Oregon,1982,Oregon1982,143
Oregon,1983,Oregon1983,113
Oregon,1984,Oregon1984,147
Oregon,1985,Oregon1985,133
Oregon,1986,Oregon1986,184
Oregon,1987,Oregon1987,166
Oregon,1988,Oregon1988,161
Oregon,1989,Oregon1989,148
Oregon,1990,Oregon1990,125
Oregon,1991,Oregon1991,163
Oregon,1992,Oregon1992,163
Oregon,1993,Oregon1993,154
Oregon,1994,Oregon1994,178
Oregon,1995,Oregon1995,146
Oregon,1996,Oregon1996,139
Oregon,1997,Oregon1997,113
Oregon,1998,Oregon1998,140
Oregon,1999,Oregon1999,95
Oregon,2000,Oregon2000,71
Oregon,2001,Oregon2001,102
Oregon,2002,Oregon2002,76
Oregon,2003,Oregon2003,78
Oregon,2004,Oregon2004,105
Oregon,2005,Oregon2005,97
Oregon,2006,Oregon2006,107
Oregon,2007,Oregon2007,82
Oregon,2008,Oregon2008,80
Oregon,2009,Oregon2009,98
Oregon,2010,Oregon2010,93
Oregon,2011,Oregon2011,92
Oregon,2012,Oregon2012,97
Oregon,2013,Oregon2013,85
Oregon,2014,Oregon2014,84
Pennsylvania,1980,Pennsylvania1980,844
Pennsylvania,1981,Pennsylvania1981,759
Pennsylvania,1982,Pennsylvania1982,704
Pennsylvania,1983,Pennsylvania1983,613
Pennsylvania,1984,Pennsylvania1984,561
Pennsylvania,1985,Pennsylvania1985,581
Pennsylvania,1986,Pennsylvania1986,560
Pennsylvania,1987,Pennsylvania1987,524
Pennsylvania,1988,Pennsylvania1988,572
Pennsylvania,1989,Pennsylvania1989,745
Pennsylvania,1990,Pennsylvania1990,784
Pennsylvania,1991,Pennsylvania1991,733
Pennsylvania,1992,Pennsylvania1992,772
Pennsylvania,1993,Pennsylvania1993,834
Pennsylvania,1994,Pennsylvania1994,734
Pennsylvania,1995,Pennsylvania1995,725
Pennsylvania,1996,Pennsylvania1996,703
Pennsylvania,1997,Pennsylvania1997,739
Pennsylvania,1998,Pennsylvania1998,628
Pennsylvania,1999,Pennsylvania1999,596
Pennsylvania,2000,Pennsylvania2000,604
Pennsylvania,2001,Pennsylvania2001,657
Pennsylvania,2002,Pennsylvania2002,625
Pennsylvania,2003,Pennsylvania2003,661
Pennsylvania,2004,Pennsylvania2004,696
Pennsylvania,2005,Pennsylvania2005,785
Pennsylvania,2006,Pennsylvania2006,790
Pennsylvania,2007,Pennsylvania2007,794
Pennsylvania,2008,Pennsylvania2008,705
Pennsylvania,2009,Pennsylvania2009,741
Pennsylvania,2010,Pennsylvania2010,699
Pennsylvania,2011,Pennsylvania2011,689
Pennsylvania,2012,Pennsylvania2012,766
Pennsylvania,2013,Pennsylvania2013,667
Pennsylvania,2014,Pennsylvania2014,646
Rhode Island,1980,Rhode Island1980,43
Rhode Island,1981,Rhode Island1981,42
Rhode Island,1982,Rhode Island1982,36
Rhode Island,1983,Rhode Island1983,32
Rhode Island,1984,Rhode Island1984,32
Rhode Island,1985,Rhode Island1985,36
Rhode Island,1986,Rhode Island1986,34
Rhode Island,1987,Rhode Island1987,41
Rhode Island,1988,Rhode Island1988,41
Rhode Island,1989,Rhode Island1989,51
Rhode Island,1990,Rhode Island1990,48
Rhode Island,1991,Rhode Island1991,38
Rhode Island,1992,Rhode Island1992,37
Rhode Island,1993,Rhode Island1993,41
Rhode Island,1994,Rhode Island1994,44
Rhode Island,1995,Rhode Island1995,32
Rhode Island,1996,Rhode Island1996,25
Rhode Island,1997,Rhode Island1997,27
Rhode Island,1998,Rhode Island1998,25
Rhode Island,1999,Rhode Island1999,36
Rhode Island,2000,Rhode Island2000,45
Rhode Island,2001,Rhode Island2001,40
Rhode Island,2002,Rhode Island2002,41
Rhode Island,2003,Rhode Island2003,25
Rhode Island,2004,Rhode Island2004,30
Rhode Island,2005,Rhode Island2005,34
Rhode Island,2006,Rhode Island2006,28
Rhode Island,2007,Rhode Island2007,19
Rhode Island,2008,Rhode Island2008,31
Rhode Island,2009,Rhode Island2009,32
Rhode Island,2010,Rhode Island2010,30
Rhode Island,2011,Rhode Island2011,20
Rhode Island,2012,Rhode Island2012,37
Rhode Island,2013,Rhode Island2013,31
Rhode Island,2014,Rhode Island2014,27
South Carolina,1980,South Carolina1980,367
South Carolina,1981,South Carolina1981,336
South Carolina,1982,South Carolina1982,368
South Carolina,1983,South Carolina1983,333
South Carolina,1984,South Carolina1984,319
South Carolina,1985,South Carolina1985,323
South Carolina,1986,South Carolina1986,322
South Carolina,1987,South Carolina1987,326
South Carolina,1988,South Carolina1988,345
South Carolina,1989,South Carolina1989,336
South Carolina,1990,South Carolina1990,422
South Carolina,1991,South Carolina1991,382
South Carolina,1992,South Carolina1992,371
South Carolina,1993,South Carolina1993,392
South Carolina,1994,South Carolina1994,364
South Carolina,1995,South Carolina1995,301
South Carolina,1996,South Carolina1996,346
South Carolina,1997,South Carolina1997,324
South Carolina,1998,South Carolina1998,310
South Carolina,1999,South Carolina1999,278
South Carolina,2000,South Carolina2000,288
South Carolina,2001,South Carolina2001,333
South Carolina,2002,South Carolina2002,311
South Carolina,2003,South Carolina2003,308
South Carolina,2004,South Carolina2004,293
South Carolina,2005,South Carolina2005,321
South Carolina,2006,South Carolina2006,373
South Carolina,2007,South Carolina2007,369
South Carolina,2008,South Carolina2008,307
South Carolina,2009,South Carolina2009,315
South Carolina,2010,South Carolina2010,278
South Carolina,2011,South Carolina2011,334
South Carolina,2012,South Carolina2012,349
South Carolina,2013,South Carolina2013,318
South Carolina,2014,South Carolina2014,336
South Dakota,1980,South Dakota1980,5
South Dakota,1981,South Dakota1981,10
South Dakota,1982,South Dakota1982,16
South Dakota,1983,South Dakota1983,11
South Dakota,1984,South Dakota1984,10
South Dakota,1985,South Dakota1985,9
South Dakota,1986,South Dakota1986,18
South Dakota,1987,South Dakota1987,11
South Dakota,1988,South Dakota1988,13
South Dakota,1989,South Dakota1989,8
South Dakota,1990,South Dakota1990,14
South Dakota,1991,South Dakota1991,12
South Dakota,1992,South Dakota1992,6
South Dakota,1993,South Dakota1993,21
South Dakota,1994,South Dakota1994,9
South Dakota,1995,South Dakota1995,13
South Dakota,1996,South Dakota1996,6
South Dakota,1997,South Dakota1997,5
South Dakota,1998,South Dakota1998,6
South Dakota,1999,South Dakota1999,14
South Dakota,2000,South Dakota2000,8
South Dakota,2001,South Dakota2001,10
South Dakota,2002,South Dakota2002,12
South Dakota,2003,South Dakota2003,11
South Dakota,2004,South Dakota2004,16
South Dakota,2005,South Dakota2005,15
South Dakota,2006,South Dakota2006,11
South Dakota,2007,South Dakota2007,15
South Dakota,2008,South Dakota2008,24
South Dakota,2009,South Dakota2009,18
South Dakota,2010,South Dakota2010,17
South Dakota,2011,South Dakota2011,19
South Dakota,2012,South Dakota2012,16
South Dakota,2013,South Dakota2013,13
South Dakota,2014,South Dakota2014,20
Tennessee,1980,Tennessee1980,497
Tennessee,1981,Tennessee1981,426
Tennessee,1982,Tennessee1982,418
Tennessee,1983,Tennessee1983,393
Tennessee,1984,Tennessee1984,343
Tennessee,1985,Tennessee1985,387
Tennessee,1986,Tennessee1986,454
Tennessee,1987,Tennessee1987,404
Tennessee,1988,Tennessee1988,407
Tennessee,1989,Tennessee1989,371
Tennessee,1990,Tennessee1990,433
Tennessee,1991,Tennessee1991,401
Tennessee,1992,Tennessee1992,468
Tennessee,1993,Tennessee1993,468
Tennessee,1994,Tennessee1994,449
Tennessee,1995,Tennessee1995,473
Tennessee,1996,Tennessee1996,423
Tennessee,1997,Tennessee1997,439
Tennessee,1998,Tennessee1998,436
Tennessee,1999,Tennessee1999,411
Tennessee,2000,Tennessee2000,435
Tennessee,2001,Tennessee2001,444
Tennessee,2002,Tennessee2002,457
Tennessee,2003,Tennessee2003,426
Tennessee,2004,Tennessee2004,382
Tennessee,2005,Tennessee2005,463
Tennessee,2006,Tennessee2006,444
Tennessee,2007,Tennessee2007,445
Tennessee,2008,Tennessee2008,412
Tennessee,2009,Tennessee2009,486
Tennessee,2010,Tennessee2010,397
Tennessee,2011,Tennessee2011,421
Tennessee,2012,Tennessee2012,440
Tennessee,2013,Tennessee2013,363
Tennessee,2014,Tennessee2014,414
Texas,1980,Texas1980,2402
Texas,1981,Texas1981,2293
Texas,1982,Texas1982,1848
Texas,1983,Texas1983,2352
Texas,1984,Texas1984,2208
Texas,1985,Texas1985,2248
Texas,1986,Texas1986,2347
Texas,1987,Texas1987,2039
Texas,1988,Texas1988,2009
Texas,1989,Texas1989,2142
Texas,1990,Texas1990,2485
Texas,1991,Texas1991,2768
Texas,1992,Texas1992,2359
Texas,1993,Texas1993,2271
Texas,1994,Texas1994,2121
Texas,1995,Texas1995,1733
Texas,1996,Texas1996,1549
Texas,1997,Texas1997,1428
Texas,1998,Texas1998,1448
Texas,1999,Texas1999,1268
Texas,2000,Texas2000,1308
Texas,2001,Texas2001,1387
Texas,2002,Texas2002,1383
Texas,2003,Texas2003,1510
Texas,2004,Texas2004,1431
Texas,2005,Texas2005,1480
Texas,2006,Texas2006,1464
Texas,2007,Texas2007,1533
Texas,2008,Texas2008,1368
Texas,2009,Texas2009,1470
Texas,2010,Texas2010,1363
Texas,2011,Texas2011,1217
Texas,2012,Texas2012,1267
Texas,2013,Texas2013,1272
Texas,2014,Texas2014,1324
Utah,1980,Utah1980,53
Utah,1981,Utah1981,54
Utah,1982,Utah1982,55
Utah,1983,Utah1983,56
Utah,1984,Utah1984,49
Utah,1985,Utah1985,53
Utah,1986,Utah1986,55
Utah,1987,Utah1987,56
Utah,1988,Utah1988,48
Utah,1989,Utah1989,46
Utah,1990,Utah1990,53
Utah,1991,Utah1991,55
Utah,1992,Utah1992,54
Utah,1993,Utah1993,69
Utah,1994,Utah1994,70
Utah,1995,Utah1995,78
Utah,1996,Utah1996,67
Utah,1997,Utah1997,75
Utah,1998,Utah1998,66
Utah,1999,Utah1999,58
Utah,2000,Utah2000,54
Utah,2001,Utah2001,82
Utah,2002,Utah2002,57
Utah,2003,Utah2003,61
Utah,2004,Utah2004,58
Utah,2005,Utah2005,60
Utah,2006,Utah2006,52
Utah,2007,Utah2007,65
Utah,2008,Utah2008,40
Utah,2009,Utah2009,41
Utah,2010,Utah2010,58
Utah,2011,Utah2011,55
Utah,2012,Utah2012,57
Utah,2013,Utah2013,51
Utah,2014,Utah2014,72
Vermont,1980,Vermont1980,9
Vermont,1981,Vermont1981,9
Vermont,1982,Vermont1982,5
Vermont,1983,Vermont1983,6
Vermont,1984,Vermont1984,14
Vermont,1985,Vermont1985,17
Vermont,1986,Vermont1986,12
Vermont,1987,Vermont1987,16
Vermont,1988,Vermont1988,12
Vermont,1989,Vermont1989,11
Vermont,1990,Vermont1990,14
Vermont,1991,Vermont1991,14
Vermont,1992,Vermont1992,11
Vermont,1993,Vermont1993,13
Vermont,1994,Vermont1994,6
Vermont,1995,Vermont1995,13
Vermont,1996,Vermont1996,16
Vermont,1997,Vermont1997,9
Vermont,1998,Vermont1998,12
Vermont,1999,Vermont1999,20
Vermont,2000,Vermont2000,10
Vermont,2001,Vermont2001,7
Vermont,2002,Vermont2002,13
Vermont,2003,Vermont2003,15
Vermont,2004,Vermont2004,16
Vermont,2005,Vermont2005,10
Vermont,2006,Vermont2006,14
Vermont,2007,Vermont2007,13
Vermont,2008,Vermont2008,17
Vermont,2009,Vermont2009,8
Vermont,2010,Vermont2010,7
Vermont,2011,Vermont2011,11
Vermont,2012,Vermont2012,10
Vermont,2013,Vermont2013,11
Vermont,2014,Vermont2014,11
Virginia,1980,Virginia1980,468
Virginia,1981,Virginia1981,474
Virginia,1982,Virginia1982,427
Virginia,1983,Virginia1983,405
Virginia,1984,Virginia1984,457
Virginia,1985,Virginia1985,413
Virginia,1986,Virginia1986,427
Virginia,1987,Virginia1987,453
Virginia,1988,Virginia1988,482
Virginia,1989,Virginia1989,511
Virginia,1990,Virginia1990,561
Virginia,1991,Virginia1991,596
Virginia,1992,Virginia1992,581
Virginia,1993,Virginia1993,559
Virginia,1994,Virginia1994,605
Virginia,1995,Virginia1995,519
Virginia,1996,Virginia1996,508
Virginia,1997,Virginia1997,508
Virginia,1998,Virginia1998,421
Virginia,1999,Virginia1999,376
Virginia,2000,Virginia2000,398
Virginia,2001,Virginia2001,377
Virginia,2002,Virginia2002,391
Virginia,2003,Virginia2003,419
Virginia,2004,Virginia2004,392
Virginia,2005,Virginia2005,465
Virginia,2006,Virginia2006,408
Virginia,2007,Virginia2007,427
Virginia,2008,Virginia2008,370
Virginia,2009,Virginia2009,392
Virginia,2010,Virginia2010,387
Virginia,2011,Virginia2011,319
Virginia,2012,Virginia2012,334
Virginia,2013,Virginia2013,336
Virginia,2014,Virginia2014,354
Washington,1980,Washington1980,222
Washington,1981,Washington1981,208
Washington,1982,Washington1982,192
Washington,1983,Washington1983,226
Washington,1984,Washington1984,216
Washington,1985,Washington1985,234
Washington,1986,Washington1986,225
Washington,1987,Washington1987,254
Washington,1988,Washington1988,273
Washington,1989,Washington1989,211
Washington,1990,Washington1990,249
Washington,1991,Washington1991,221
Washington,1992,Washington1992,274
Washington,1993,Washington1993,287
Washington,1994,Washington1994,317
Washington,1995,Washington1995,288
Washington,1996,Washington1996,258
Washington,1997,Washington1997,250
Washington,1998,Washington1998,215
Washington,1999,Washington1999,182
Washington,2000,Washington2000,203
Washington,2001,Washington2001,199
Washington,2002,Washington2002,208
Washington,2003,Washington2003,204
Washington,2004,Washington2004,208
Washington,2005,Washington2005,226
Washington,2006,Washington2006,207
Washington,2007,Washington2007,186
Washington,2008,Washington2008,192
Washington,2009,Washington2009,207
Washington,2010,Washington2010,175
Washington,2011,Washington2011,183
Washington,2012,Washington2012,215
Washington,2013,Washington2013,194
Washington,2014,Washington2014,206
West Virginia,1980,West Virginia1980,134
West Virginia,1981,West Virginia1981,122
West Virginia,1982,West Virginia1982,107
West Virginia,1983,West Virginia1983,97
West Virginia,1984,West Virginia1984,88
West Virginia,1985,West Virginia1985,75
West Virginia,1986,West Virginia1986,120
West Virginia,1987,West Virginia1987,104
West Virginia,1988,West Virginia1988,101
West Virginia,1989,West Virginia1989,125
West Virginia,1990,West Virginia1990,110
West Virginia,1991,West Virginia1991,112
West Virginia,1992,West Virginia1992,118
West Virginia,1993,West Virginia1993,129
West Virginia,1994,West Virginia1994,110
West Virginia,1995,West Virginia1995,92
West Virginia,1996,West Virginia1996,69
West Virginia,1997,West Virginia1997,85
West Virginia,1998,West Virginia1998,81
West Virginia,1999,West Virginia1999,69
West Virginia,2000,West Virginia2000,64
West Virginia,2001,West Virginia2001,40
West Virginia,2002,West Virginia2002,76
West Virginia,2003,West Virginia2003,65
West Virginia,2004,West Virginia2004,66
West Virginia,2005,West Virginia2005,78
West Virginia,2006,West Virginia2006,76
West Virginia,2007,West Virginia2007,62
West Virginia,2008,West Virginia2008,64
West Virginia,2009,West Virginia2009,77
West Virginia,2010,West Virginia2010,57
West Virginia,2011,West Virginia2011,84
West Virginia,2012,West Virginia2012,72
West Virginia,2013,West Virginia2013,58
West Virginia,2014,West Virginia2014,74
Wisconsin,1980,Wisconsin1980,145
Wisconsin,1981,Wisconsin1981,148
Wisconsin,1982,Wisconsin1982,148
Wisconsin,1983,Wisconsin1983,135
Wisconsin,1984,Wisconsin1984,124
Wisconsin,1985,Wisconsin1985,142
Wisconsin,1986,Wisconsin1986,144
Wisconsin,1987,Wisconsin1987,168
Wisconsin,1988,Wisconsin1988,145
Wisconsin,1989,Wisconsin1989,176
Wisconsin,1990,Wisconsin1990,238
Wisconsin,1991,Wisconsin1991,248
Wisconsin,1992,Wisconsin1992,219
Wisconsin,1993,Wisconsin1993,241
Wisconsin,1994,Wisconsin1994,247
Wisconsin,1995,Wisconsin1995,241
Wisconsin,1996,Wisconsin1996,225
Wisconsin,1997,Wisconsin1997,225
Wisconsin,1999,Wisconsin1999,200
Wisconsin,2000,Wisconsin2000,172
Wisconsin,2001,Wisconsin2001,198
Wisconsin,2002,Wisconsin2002,166
Wisconsin,2003,Wisconsin2003,193
Wisconsin,2004,Wisconsin2004,160
Wisconsin,2005,Wisconsin2005,220
Wisconsin,2006,Wisconsin2006,174
Wisconsin,2007,Wisconsin2007,198
Wisconsin,2008,Wisconsin2008,146
Wisconsin,2009,Wisconsin2009,154
Wisconsin,2010,Wisconsin2010,170
Wisconsin,2011,Wisconsin2011,147
Wisconsin,2012,Wisconsin2012,181
Wisconsin,2013,Wisconsin2013,182
Wisconsin,2014,Wisconsin2014,171
Wyoming,1980,Wyoming1980,34
Wyoming,1981,Wyoming1981,26
Wyoming,1982,Wyoming1982,34
Wyoming,1983,Wyoming1983,30
Wyoming,1984,Wyoming1984,20
Wyoming,1985,Wyoming1985,25
Wyoming,1986,Wyoming1986,29
Wyoming,1987,Wyoming1987,11
Wyoming,1988,Wyoming1988,14
Wyoming,1989,Wyoming1989,22
Wyoming,1990,Wyoming1990,23
Wyoming,1991,Wyoming1991,15
Wyoming,1992,Wyoming1992,20
Wyoming,1993,Wyoming1993,18
Wyoming,1994,Wyoming1994,20
Wyoming,1995,Wyoming1995,12
Wyoming,1996,Wyoming1996,18
Wyoming,1997,Wyoming1997,18
Wyoming,1998,Wyoming1998,17
Wyoming,1999,Wyoming1999,13
Wyoming,2000,Wyoming2000,12
Wyoming,2001,Wyoming2001,11
Wyoming,2002,Wyoming2002,16
Wyoming,2003,Wyoming2003,17
Wyoming,2004,Wyoming2004,13
Wyoming,2005,Wyoming2005,17
Wyoming,2006,Wyoming2006,9
Wyoming,2007,Wyoming2007,18
Wyoming,2008,Wyoming2008,10
Wyoming,2009,Wyoming2009,12
Wyoming,2010,Wyoming2010,8
Wyoming,2011,Wyoming2011,20
Wyoming,2012,Wyoming2012,17
Wyoming,2013,Wyoming2013,17
Wyoming,2014,Wyoming2014,14
